"","worker_id","StartDate","EndDate","Status","IPAddress","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q66_1","catch1","catch2","rehearse_question","rehearse_question_2_TEXT","conversation_focus","earworms","convo_memory_friend","convo_memory_friend_1_TEXT","convo_memory_self","convo_memory_self_1_TEXT","hearing_conversation","hearing_conversation_1_TEXT","sing_along","sing_along_thinking","other_voice_quality","other_voice_quality_1_TEXT","thinking_in_ideas","thinking_in_ideas_1_TEXT","express_inner_states","stress_IS","narrative_IS","dyslexia","revise_convo","rehearse_convo","exp_type_nodding_off","impulsiveness_1","impulsiveness_2","impulsiveness_3","others_experiences_1","others_experiences_4","others_experiences_5","others_experiences_DO_1","others_experiences_DO_4","others_experiences_DO_5","Q63_95","Q63_96","Q63_97","Q63_98","Q63_100","Q63_101","Q63_102","Q63_103","Q63_105","Q63_106","Q63_108","Q63_109","Q63_111","Q63_112","Q63_115","Factor2_1","Q63_116","Q63_117","catch3","VSIQ_DO_Q63_95","VSIQ_DO_Q63_96","VSIQ_DO_Q63_97","VSIQ_DO_Q63_98","VSIQ_DO_Q63_100","VSIQ_DO_Q63_101","VSIQ_DO_Q63_102","VSIQ_DO_Q63_103","VSIQ_DO_Q63_105","VSIQ_DO_Q63_106","VSIQ_DO_Q63_108","VSIQ_DO_Q63_109","VSIQ_DO_Q63_111","VSIQ_DO_Q63_112","VSIQ_DO_Q63_115","VSIQ_DO_Factor2_1","VSIQ_DO_Q63_116","VSIQ_DO_Q63_117","VSIQ_DO_catch3","Q319","Q320","Q321","Q323","education_level","Q325","Q326","comments","source","code","InnerSpeechQuestions_DO_conversation_focus","InnerSpeechQuestions_DO_impulsiveness_1","InnerSpeechQuestions_DO_convo_memory_self","InnerSpeechQuestions_DO_narrative_IS","InnerSpeechQuestions_DO_dyslexia","InnerSpeechQuestions_DO_sing_along_thinking","InnerSpeechQuestions_DO_revise_convo","InnerSpeechQuestions_DO_rehearse_convo","InnerSpeechQuestions_DO_express_inner_states","InnerSpeechQuestions_DO_impulsiveness_3","InnerSpeechQuestions_DO_exp_type_nodding_off","InnerSpeechQuestions_DO_stress_IS","InnerSpeechQuestions_DO_catch2","InnerSpeechQuestions_DO_sing_along","InnerSpeechQuestions_DO_rehearse_question","InnerSpeechQuestions_DO_other_voice_quality","InnerSpeechQuestions_DO_thinking_in_ideas","InnerSpeechQuestions_DO_impulsiveness_2","InnerSpeechQuestions_DO_earworms","InnerSpeechQuestions_DO_convo_memory_friend","InnerSpeechQuestions_DO_catch1","InnerSpeechQuestions_DO_hearing_conversation","VerbalScored","VisualScored","high_low_verbal"
"61","A2WX434EAQOE29",2022-05-27 00:46:12,2022-05-27 00:55:52,0,"108.5.230.203",100,580,1,2022-05-27 00:55:52,"R_2VkKQ401cyE8Ety",40.8548,-74.0284,"anonymous","EN",1,1,1,4,"-999",2,4,3,"-999",4,-999,4,"-999",4,2,3,"-999",2,"-999",4,1,2,3,3,3,2,2,5,2,65,35,77,1,2,3,5,2,1,1,1,2,2,4,2,4,2,1,2,4,2,1,5,4,5,8,16,17,1,19,12,11,14,15,5,9,7,2,4,3,6,10,18,13,1,1,"-999",47,5,"Political Science","manufacturing","-999",NA,"DiaRgjmrTroyomjNJFPZ",12,20,5,17,22,8,11,13,2,18,15,21,16,7,10,9,3,19,14,4,1,6,2.58,4.6,"low_verbal"
"62","A2YB18JHC2C7GF",2022-05-19 10:03:11,2022-05-19 10:07:53,0,"73.130.183.198",100,282,1,2022-05-19 10:07:54,"R_28NIBlTcdOoY0Us",40.56,-76.3237,"anonymous","EN",1,1,1,5,"-999",2,5,3,"-999",4,-999,3,"-999",4,4,4,"-999",2,"-999",2,2,1,3,2,2,2,1,4,1,99,100,100,2,3,1,4,3,3,4,2,4,4,3,4,4,3,4,2,4,4,2,4,3,5,3,16,5,9,15,10,6,19,1,11,13,8,14,2,7,17,18,12,4,2,1,"-999",70,2,NA,"retired nurse","none",NA,"TsIhNqarTrkkjMuBjjbA",16,19,5,12,15,8,14,13,17,18,2,10,3,7,1,9,22,20,21,4,11,6,1.83,1.4,"low_verbal"
"63","A304UJAE051J89",2022-05-19 14:40:28,2022-05-19 14:51:07,0,"73.155.77.237",100,638,1,2022-05-19 14:51:07,"R_31T7JzE3cOkm2ZG",29.6856,-95.1186,"anonymous","EN",1,1,1,4,"-999",3,4,4,"-999",5,-999,4,"-999",4,4,4,"-999",2,"-999",4,2,2,3,3,3,1,2,4,4,50,32,71,1,3,2,2,4,4,1,4,4,5,5,4,4,4,1,4,4,5,4,2,4,5,8,19,4,15,6,14,13,5,1,16,9,11,10,18,2,3,17,12,7,2,1,"-999",34,2,NA,"sales","none tysm",NA,"OTYGgXsrTrjocagLcdzb",21,19,5,13,3,8,16,10,2,18,22,14,1,7,12,9,15,20,11,4,17,6,4.75,5,"high_verbal"
"64","A337X6ZE9WIIU7",2022-05-24 04:27:10,2022-05-24 04:32:22,0,"73.172.42.141",100,311,1,2022-05-24 04:32:22,"R_2q4xJOVz7wsmB7p",38.9994,-77.0336,"anonymous","EN",1,1,1,5,"-999",3,4,4,"-999",3,-999,3,"-999",2,4,4,"-999",2,"-999",5,1,2,3,4,4,1,3,4,2,72,30,71,3,1,2,1,4,2,3,2,3,5,1,4,4,5,3,4,1,5,4,3,4,5,5,3,7,12,16,15,8,4,14,17,9,10,11,1,18,6,2,13,19,1,1,"-999",37,5,"English","Editor","Some of these questions are more difficult than I would have expected. I think in sentences, absolutely, and they are fully grammatical. I don't like to consider them like a dialogue and do consider them more like a monologue, but from some points of view, it can be seen either way since I also ask a lot of rhetorical questions. At times, it's less I'm ""hearing"" my thoughts and more that I am reading them, as I have a strong affinity for text. I prefer, instead of speaking aloud to myself, to write to myself instead.",NA,"QnePxQgrTrXpqvbAaBbm",17,20,5,2,22,8,13,21,3,19,14,15,12,7,10,9,1,18,16,4,11,6,4.67,2.9,"high_verbal"
"65","A341XKSRZ58FJK",2022-09-26 16:51:28,2022-09-26 16:55:45,0,"45.46.128.56",100,257,1,2022-09-26 16:55:46,"R_vdGJ2bw5T5SGNJD",43.0976,-79.0461,"anonymous","EN",1,1,1,4,"-999",1,5,4,"-999",3,-999,3,"-999",4,5,4,"-999",2,"-999",4,1,2,3,5,5,2,1,5,1,50,31,42,1,2,3,1,4,1,1,1,4,5,1,4,5,4,1,4,1,5,1,5,3,5,2,7,16,13,3,5,14,4,10,15,1,18,11,9,6,19,8,17,12,1,1,"-999",48,3,NA,"Designer/marketing","-999",NA,"aJXEAhjrTraOtYAnGoyn",21,18,5,12,16,8,14,10,15,20,3,13,1,7,2,9,22,19,17,4,11,6,4.5,3.7,"high_verbal"
"66","A34LSCB90T5KYE",2022-09-27 22:12:33,2022-09-27 22:17:21,0,"24.211.141.175",100,288,1,2022-09-27 22:17:22,"R_3nUADnUsNzQQfF9",35.9151,-79.0972,"anonymous","EN",1,1,1,5,"-999",4,4,3,"-999",3,-999,3,"-999",3,4,2,"-999",2,"-999",2,3,2,3,5,4,2,4,3,2,30,42,30,1,2,3,2,4,4,4,4,3,4,2,4,4,4,3,4,2,4,4,4,4,5,17,16,5,15,3,7,9,2,12,6,11,14,10,4,19,13,18,1,8,2,1,"na",49,5,"human sevices","public health","-999",NA,"GqHpKRErTrcHTOAODDWV",11,18,5,17,16,8,15,21,12,20,2,10,13,7,14,9,22,19,3,4,1,6,4.33333333,3.4,"high_verbal"
"67","A35CHBMYRAXDNZ",2022-05-27 02:27:37,2022-05-27 02:30:00,0,"63.161.78.237",100,143,1,2022-05-27 02:30:00,"R_26nm6U53AhlX0CY",39.0019,-77.4556,"anonymous","EN",1,1,1,3,"-999",2,4,5,"-999",5,-999,3,"-999",3,4,3,"-999",2,"-999",4,2,2,3,3,2,2,3,4,4,48,65,41,1,2,3,2,4,3,2,2,2,4,3,4,2,4,3,4,4,2,4,2,5,5,14,8,3,12,5,13,11,15,16,6,19,10,17,2,9,18,7,4,1,1,1,"-999",29,6,"mba","office worker","na",NA,"aAQnkdErTrRlhPMvfGqk",15,20,5,16,12,8,13,21,14,19,17,11,10,7,1,9,2,18,3,4,22,6,1.5,1.4,"low_verbal"
"68","A38OPVI04AH4JG",2022-09-26 16:50:33,2022-09-26 16:55:15,0,"97.81.161.87",100,281,1,2022-09-26 16:55:16,"R_1CC61H3nIWEnJGl",36.2178,-85.5423,"anonymous","EN",1,1,1,5,"-999",3,3,4,"-999",4,-999,3,"-999",3,5,4,"-999",2,"-999",3,1,2,3,3,3,5,2,4,2,33,48,72,1,2,3,2,4,3,3,2,4,3,4,4,4,4,4,3,4,3,4,4,3,5,1,16,8,14,6,3,5,11,2,9,17,19,12,13,15,10,4,7,18,1,1,"-999",55,5,"accounting","home inspector","-999",NA,"YQJJNYJrTrMXTbiDgzTg",17,19,5,2,3,8,22,10,16,20,14,11,15,7,1,9,12,18,21,4,13,6,4.16666667,4.2,"high_verbal"
"69","A38ZV8LBZ034IZ",2022-09-26 22:53:03,2022-09-26 23:00:32,0,"108.216.233.46",100,448,1,2022-09-26 23:00:32,"R_50XA86AlDpNCO2Z",29.8639,-90.1067,"anonymous","EN",1,1,1,5,"-999",2,4,3,"-999",3,-999,3,"-999",3,2,3,"-999",2,"-999",4,2,2,3,3,3,5,2,4,2,72,13,91,1,2,3,2,3,2,3,3,4,4,2,3,4,4,2,4,2,4,4,4,4,5,3,10,12,11,18,7,9,15,14,16,6,17,2,19,8,1,5,13,4,1,1,"N/A",59,5,"Earth Sciences","Administrative Staff","none",NA,"GgQOYLrrTrVpkEreCaaa",14,18,5,2,16,8,17,10,3,19,13,11,22,7,12,9,21,20,15,4,1,6,4.16666667,3.4,"high_verbal"
"70","A3DUPRZSMU9W5R",2022-05-27 00:44:53,2022-05-27 00:47:47,0,"162.196.205.44",100,174,1,2022-05-27 00:47:48,"R_1JLpFxN2YY06Pl5",33.1909,-96.6198,"anonymous","EN",1,1,1,5,"-999",1,4,3,"-999",3,-999,3,"-999",2,1,4,"-999",2,"-999",4,1,3,3,2,3,1,2,3,2,50,22,40,1,2,3,1,4,1,1,1,4,4,2,3,4,4,1,4,1,1,2,3,4,5,15,17,4,1,16,12,13,14,5,3,18,6,7,9,11,19,10,8,2,2,1,"-999",46,5,"nursing","cashier","none",NA,"FJGeiQwrTraDEniXJRdC",10,20,5,3,22,8,17,11,21,18,12,1,16,7,14,9,13,19,15,4,2,6,2.58,2.4,"low_verbal"
"71","A3F90N8YVKJ4I7",2022-05-19 12:35:37,2022-05-19 12:42:13,0,"70.172.194.161",100,395,1,2022-05-19 12:42:14,"R_10TmDgig7CqN2Rk",41.7689,-71.4758,"anonymous","EN",1,1,1,1,"-999",1,2,3,"-999",3,-999,3,"-999",4,5,4,"-999",2,"-999",4,1,2,3,3,3,6,2,4,2,59,61,85,1,2,3,1,4,1,2,1,4,5,1,4,4,4,1,4,1,5,4,4,2,5,4,6,19,18,2,11,13,12,3,10,8,9,7,5,15,14,17,16,1,1,1,"-999",43,5,"sociology","maintenance","Seemed like it took more than 40 minutes. The pay was horrible for what was requested. I did not find the experiments brief as described in the instructions. They were tedious...not brief.",NA,"PdjzLqurTrKnGcrRCXqU",12,20,5,2,3,8,1,21,13,18,14,15,17,7,10,9,22,19,11,4,16,6,1.75,2.9,"low_verbal"
"72","A3FNC8ELMK8YJA",2022-05-19 14:54:04,2022-05-19 14:58:17,0,"71.77.155.238",100,253,1,2022-05-19 14:58:18,"R_1Opk2sLUr3ZMpV7",35.1873,-79.473,"anonymous","EN",1,1,1,1,"-999",1,2,4,"-999",4,-999,3,"-999",4,3,4,"-999",2,"-999",5,1,2,3,1,1,6,1,4,1,61,59,50,2,3,1,3,4,1,2,2,4,4,2,3,4,4,2,4,1,4,2,4,4,5,5,7,10,11,17,1,18,12,19,15,2,3,8,9,6,16,14,13,4,2,1,"-999",60,7,"Law","Administrator","-999",NA,"ywyrYuxrTrYIkegRzVKy",1,19,5,10,12,8,2,11,16,20,3,22,21,7,14,9,17,18,13,4,15,6,1.75,1.6,"low_verbal"
"73","A3I40B0FATY8VH",2022-09-26 16:59:42,2022-09-26 17:03:19,0,"66.25.40.80",100,216,1,2022-09-26 17:03:19,"R_2TXbtKqQEI15zAM",32.7362,-96.1925,"anonymous","EN",1,1,1,4,"-999",3,3,4,"-999",4,-999,4,"-999",4,4,4,"-999",2,"-999",3,2,2,3,3,3,2,2,4,2,100,97,97,1,2,3,4,3,4,5,4,4,5,5,4,4,4,4,5,4,5,4,4,4,1,7,3,9,17,12,10,16,15,8,6,5,4,18,14,13,11,19,2,1,1,1,"-999",29,2,NA,"Arborist","Pay people fairly. This was grossly underpaid.",NA,"JWysTBTrTrSslbibwChW",16,20,5,11,10,8,12,13,22,19,2,21,1,7,3,9,15,18,17,4,14,6,4.75,4.5,"high_verbal"
"74","A3SS0C4IVTSIFL",2022-05-19 10:41:13,2022-05-19 10:47:44,0,"72.196.147.216",100,391,1,2022-05-19 10:47:44,"R_3R87TuJ3tJNGZnM",41.4402,-81.853,"anonymous","EN",1,1,1,4,"-999",3,4,4,"-999",3,-999,3,"-999",1,3,4,"-999",2,"-999",3,1,2,3,5,4,5,2,4,3,83,89,88,1,3,2,4,5,4,5,4,5,4,5,4,5,5,4,5,4,3,5,4,4,5,8,19,1,4,11,15,13,14,17,3,5,12,7,2,10,6,18,16,9,1,1,"-999",43,6,"Education","Teacher","-999",NA,"nXKXhjerTrGzVmFAoIEa",14,19,5,21,15,8,2,1,11,18,17,10,22,7,3,9,13,20,16,4,12,6,4.92,4.8,"high_verbal"
"75","A3T01NM4993LZE",2022-09-26 16:48:50,2022-09-26 16:51:21,0,"206.85.231.59",100,151,1,2022-09-26 16:51:22,"R_3qIMnOzvy7fKxhL",44.7375,-68.8782,"anonymous","EN",1,1,1,5,"-999",3,4,4,"-999",5,-999,3,"-999",4,5,4,"-999",2,"-999",2,2,1,3,3,3,1,2,4,4,80,69,80,1,2,3,3,2,4,4,2,4,4,3,4,4,4,4,4,4,3,3,4,3,5,2,17,5,7,19,9,4,14,15,3,13,1,8,6,10,11,18,16,12,1,1,"-999",31,3,NA,"unemployed","-999",NA,"lfZXtMVrTrNUmaXEsrea",3,19,5,10,15,8,11,16,12,18,14,13,22,7,2,9,1,20,21,4,17,6,4.16666667,3.8,"high_verbal"
"76","A5P12YJP805RG",2022-05-19 02:03:03,2022-05-19 02:07:18,0,"73.123.179.39",100,255,1,2022-05-19 02:07:19,"R_3HB9WkZnRHhQa29",42.4609,-71.0074,"anonymous","EN",1,1,1,1,"-999",1,2,4,"-999",4,-999,2,"-999",2,1,4,"-999",2,"-999",4,1,2,3,2,2,6,1,4,2,29,39,70,3,1,2,1,3,1,3,1,3,5,1,2,4,3,1,3,1,5,1,3,2,5,7,1,19,12,17,5,14,13,2,15,6,8,9,3,16,4,11,18,10,1,1,"-999",26,2,NA,"social media manager","-999",NA,"ywktnIbrTrwIvuKFvHsP",22,20,5,15,13,8,21,12,14,18,16,2,17,7,3,9,1,19,11,4,10,6,2.17,2.6,"low_verbal"
"77","A8C3WNWRBWUXO",2022-05-19 02:28:13,2022-05-19 02:33:59,0,"104.231.89.23",100,345,1,2022-05-19 02:33:59,"R_1pxMMIIW342k9U9",41.6868,-81.3399,"anonymous","EN",1,1,1,5,"-999",2,4,3,"-999",3,-999,3,"-999",3,4,4,"-999",2,"-999",3,1,1,3,4,4,6,1,5,1,60,24,65,2,3,1,2,2,1,2,1,2,4,2,4,2,2,2,2,1,4,4,4,1,5,9,12,5,8,17,14,15,16,4,13,7,18,6,19,2,1,3,10,11,1,1,"n/a",50,3,NA,"Substitute teacher","n/a",NA,"JsQsbBXrTrmeuGXdpNHN",14,18,5,15,17,8,16,12,22,20,1,11,10,7,3,9,2,19,21,4,13,6,2.17,2.7,"low_verbal"
"78","A9LSEP71DNP4O",2022-05-23 18:26:59,2022-05-23 18:32:00,0,"98.144.31.102",100,300,1,2022-05-23 18:32:00,"R_2rC7dmTSMaavNXo",42.9953,-88.038,"anonymous","EN",1,1,1,4,"-999",2,2,5,"-999",4,-999,3,"-999",4,3,3,"-999",2,"-999",4,2,1,3,3,2,4,1,4,1,42,71,29,2,3,1,4,1,1,1,1,1,1,4,4,2,2,1,1,4,2,1,1,2,5,1,13,2,4,19,14,11,5,7,10,18,9,15,6,8,16,12,3,17,1,1,"-999",36,3,NA,"Freelancer","-999",NA,"kqjbyYwrTrgfIyMtsRpo",12,20,5,13,16,8,17,14,21,19,22,2,1,7,11,9,3,18,10,4,15,6,1.92,4.4,"low_verbal"
"79","AB09F0Q4T10TE",2022-09-26 18:12:16,2022-09-26 18:18:45,0,"47.212.70.40",100,389,1,2022-09-26 18:18:46,"R_DNSjieKD6OSfYRj",35.8308,-90.7023,"anonymous","EN",1,1,1,4,"-999",2,5,4,"-999",4,-999,3,"-999",4,4,4,"-999",2,"-999",5,1,2,3,2,3,1,1,5,1,50,50,50,1,2,3,1,2,1,2,1,2,3,2,5,4,4,1,3,3,4,5,5,3,5,1,14,9,13,10,2,11,4,17,18,19,15,12,6,3,16,8,5,7,1,1,"-999",40,3,NA,"Construction \ Artist","This was honestly underpaid for the amount of work involved.",NA,"rjbqoTKrTrfgajJNqRHM",16,19,5,22,15,8,21,13,11,20,12,10,17,7,1,9,2,18,3,4,14,6,4.25,3.7,"high_verbal"
"80","ADY44EV3GCW85",2022-05-19 02:58:02,2022-05-19 03:05:04,0,"66.235.39.45",100,421,1,2022-05-19 03:05:04,"R_3kgGUJpcPA7cKbC",48.5322,-121.6625,"anonymous","EN",1,1,1,3,"-999",1,2,4,"-999",4,-999,3,"-999",4,5,4,"-999",1,"I express myself mentally but not in an inner voice form",5,1,1,3,2,2,2,1,4,2,24,72,50,2,3,1,4,1,1,1,1,2,2,4,2,2,1,1,1,4,4,4,1,1,5,14,16,11,10,9,19,12,18,15,13,5,4,7,6,1,2,3,17,8,1,1,"-999",64,4,"Electrical engineering","Forestry","-999",NA,"MkDTRczrTryhKewgSauX",2,20,5,22,14,8,21,3,11,19,17,1,10,7,15,9,13,18,16,4,12,6,1,4,"low_verbal"
"81","AIA7RZSAONU5M",2022-09-26 19:29:20,2022-09-26 19:34:37,0,"68.99.47.156",100,316,1,2022-09-26 19:34:37,"R_2rCqKHgOnUfL4kn",29.9701,-90.0254,"anonymous","EN",1,1,1,5,"-999",4,3,3,"-999",4,-999,3,"-999",3,4,3,"-999",2,"-999",2,2,2,3,5,4,2,2,5,1,81,71,72,1,2,3,5,5,4,4,2,4,3,4,4,5,4,4,5,4,1,4,5,5,5,8,10,16,6,18,12,5,3,13,14,9,1,11,2,7,4,17,15,19,2,1,"N/a",37,5,"Fine Art","food server","No comments, thank you!",NA,"ZGfwhRTrTraLwQrUgCgH",14,20,5,21,11,8,15,17,10,18,12,22,2,7,1,9,16,19,3,4,13,6,4.41666667,4.2,"high_verbal"
"82","AJF954955YWZG",2022-05-18 15:50:02,2022-05-18 15:55:49,0,"72.28.225.53",100,346,1,2022-05-18 15:55:49,"R_2rTx9gVdrPgJok7",33.5546,-81.721,"anonymous","EN",1,1,1,3,"-999",3,3,1,"I remember the idea.",3,-999,1,"I remember the general point and the feelings I had associated with the ideas.",3,4,4,"-999",1,"I really do think in concepts rather than forming words in my head.",1,2,2,3,3,1,2,1,4,2,2,100,31,2,3,1,3,2,1,1,1,1,2,4,1,1,2,1,2,5,1,1,1,2,5,6,8,4,12,19,17,13,15,3,16,1,18,9,7,14,5,11,2,10,2,1,"-999",34,4,"Therapeutic Massage","shipping associate","-999",NA,"LtUIlEirTrhdKLNNtQHj",10,18,5,11,1,8,16,17,21,20,2,13,3,7,15,9,14,19,22,4,12,6,2.17,3.9,"low_verbal"
"83","AKR9067Q09RZS",2022-05-20 00:38:12,2022-05-20 00:45:43,0,"172.0.73.38",100,450,1,2022-05-20 00:45:43,"R_QbOfF2g0v2xSj5v",37.976,-122.3359,"anonymous","EN",1,1,1,5,"-999",3,5,3,"-999",3,-999,3,"-999",4,2,4,"-999",2,"-999",2,1,2,3,4,5,2,2,5,1,83,51,90,2,1,3,1,5,5,2,4,2,5,1,5,5,5,4,5,1,5,5,5,5,5,6,9,12,10,13,4,5,7,19,16,14,1,15,11,2,8,17,18,3,1,1,"-999",33,3,NA,"Sales Manager","Thank you for an interesting and enlightening survey.",NA,"KtTzRWFrTrpqxVkyZFdq",12,19,5,16,13,8,22,10,14,18,15,21,17,7,3,9,2,20,1,4,11,6,5,4.8,"high_verbal"
"84","AKVDK30EEV08C",2022-05-19 05:46:15,2022-05-19 06:10:14,0,"69.138.134.47",100,1439,1,2022-05-19 06:10:15,"R_1jUS1uO89QqlRdm",26.5921,-81.6784,"anonymous","EN",1,1,1,4,"-999",1,3,3,"-999",4,-999,4,"-999",3,3,4,"-999",2,"-999",5,1,2,3,2,1,1,1,4,3,60,81,92,1,2,3,2,1,1,1,1,2,5,1,1,2,1,1,1,1,5,1,2,1,5,9,3,7,5,1,11,13,16,15,18,17,14,4,12,19,6,8,10,2,2,1,"-999",64,3,NA,"technician","With all due respect this study was misrepresented in the time that was stated, it takes much longer than 40 minutes. It's not an easy study and I do not believe that you value your participants time by paying the rate that you have for a study that is this involved. Most of these types of cognitive studies pay a lot more. There are a lot of cognitive tests and a lot of blocks in those tests, at one point I thought that the study was broken and that the test wasn't going to end. Thank you for asking if I had any comments about the study, I appreciate being able to speak my mind about the study after I finished.",NA,"mEjtZPFrTrJjzgypRGfE",14,19,5,17,12,8,1,16,10,18,22,11,13,7,3,9,2,20,15,4,21,6,1.08,2.4,"low_verbal"
"85","AMELYCC59JKB0",2022-09-27 21:36:18,2022-09-27 21:41:08,0,"24.101.43.168",100,289,1,2022-09-27 21:41:08,"R_1IKwc5Bo1th7zzJ",41.0996,-80.7523,"anonymous","EN",1,1,1,4,"-999",2,5,4,"-999",4,-999,3,"-999",3,4,3,"-999",2,"-999",4,1,2,3,4,3,5,2,4,2,52,62,45,1,2,3,3,5,4,4,1,5,4,3,4,5,4,3,4,3,4,4,5,5,5,18,13,8,17,15,4,2,7,10,14,11,3,6,9,12,1,19,5,16,2,1,"-999",40,5,"Accounting","Sales lead",NA,NA,"fGkKkAhrTrIvuNUMfEzy",15,18,5,2,21,8,22,1,16,20,11,12,17,7,3,9,13,19,14,4,10,6,4.25,4.1,"high_verbal"
"86","AMNUNZ65OSTFO",2022-05-18 16:00:28,2022-05-18 16:10:25,0,"68.12.77.206",100,596,1,2022-05-18 16:10:25,"R_2rq0osqEAIOCBWH",35.483,-97.5363,"anonymous","EN",1,1,1,3,"-999",4,4,3,"-999",3,-999,2,"-999",3,2,2,"-999",1,"I visualize what I am trying to do or plan and act accordingly.",2,2,2,3,2,2,3,4,4,2,27,9,38,3,2,1,4,2,1,2,1,4,2,4,1,2,4,1,1,5,2,1,4,4,5,14,8,13,10,11,7,1,6,4,15,19,2,5,9,16,17,18,12,3,1,1,"-999",30,3,NA,"Temporarily Unemployed","I found the word part of the study particularly difficult.",NA,"uSkUypNrTrANASUkmfxR",2,19,5,11,21,8,1,17,22,18,12,15,10,7,14,9,3,20,13,4,16,6,1.75,3.9,"low_verbal"
"87","AN4P0SU1YSPF2",2022-09-26 18:45:10,2022-09-26 18:50:40,0,"170.140.174.248",100,329,1,2022-09-26 18:50:41,"R_33lMNoGg6UPKp2f",33.8229,-84.3535,"anonymous","EN",1,1,1,5,"-999",2,4,3,"-999",3,-999,3,"-999",3,5,4,"-999",2,"-999",5,1,2,3,5,3,2,4,2,4,40,23,71,1,2,3,5,2,2,1,1,4,2,4,5,4,4,2,5,5,1,1,5,5,5,7,13,15,14,8,16,19,18,11,1,3,12,4,10,6,17,5,2,9,1,1,"N/A",54,5,"international studies","chief of staff","This was an interesting survey, thanks!",NA,"NWIymuorTrpyxxmxTlnC",11,20,5,3,14,8,22,13,15,18,17,10,2,7,12,9,21,19,1,4,16,6,4.33333333,4,"high_verbal"
"88","ARWF605I7RWM7",2022-09-29 04:39:47,2022-09-29 04:47:17,0,"173.23.42.244",100,449,1,2022-09-29 04:47:17,"R_9LEHLc5WQ8C0ms1",42.1009,-88.8695,"anonymous","EN",1,1,1,5,"-999",2,4,3,"-999",3,-999,3,"-999",3,3,4,"-999",2,"-999",4,1,2,3,3,3,5,3,4,3,66,66,66,1,2,3,3,4,1,4,1,3,4,1,4,4,4,3,4,3,4,4,4,4,5,12,17,19,11,1,4,14,8,5,16,10,15,7,9,18,3,13,6,2,2,1,"-999",42,4,"Art and Design","Designer","These tasks and survey were way too long for the offered pay. Low pay does not respect a worker's time. The tasks were long and some were difficult, so I am really disappointed in the pay rate. Thank you.",NA,"BkZXHSCrTrCffYaVJkKc",10,18,5,2,12,8,11,22,21,19,3,1,15,7,16,9,17,20,13,4,14,6,5,4.1,"high_verbal"
"89","AT6OT5K5Z4V0J",2022-09-27 05:30:22,2022-09-27 05:40:01,0,"172.58.108.23",100,578,1,2022-09-27 05:40:01,"R_2D0T1cbTFM6RTgR",32.8445,-96.8219,"anonymous","EN",1,1,1,3,"-999",1,2,3,"-999",3,-999,3,"-999",3,4,4,"-999",2,"-999",4,1,1,3,3,2,3,5,4,1,30,67,87,1,2,3,5,4,5,4,5,4,2,5,4,4,4,4,4,5,2,4,5,5,5,15,4,7,10,14,1,16,3,17,13,6,9,12,2,5,18,8,11,19,1,1,"-999",62,4,"Automotive Technology","Sr Consultant - IT","This was much longer than the advertised ~40 minutes, it's closer to ~60 minutes...",NA,"aXflmWQrTrjmLFIeoIFZ",13,19,5,21,1,8,17,3,22,20,15,11,14,7,12,9,16,18,10,4,2,6,4.66666667,4.1,"high_verbal"
"90","AU34T9OMHN4Z4",2022-05-19 02:52:19,2022-05-19 02:58:06,0,"184.91.127.17",100,346,1,2022-05-19 02:58:06,"R_2TnI89bhbpJYPDU",28.7115,-81.5135,"anonymous","EN",1,1,1,1,"-999",2,5,3,"-999",3,-999,4,"-999",4,5,4,"-999",2,"-999",5,1,2,3,5,3,5,4,3,4,70,32,62,1,2,3,1,5,4,5,2,5,5,1,5,5,5,3,5,1,4,4,5,5,5,19,14,4,3,13,15,5,11,8,12,2,18,1,17,10,9,16,6,7,2,1,"-999",43,2,NA,"Freelance contractor","-999",NA,"WXmRYdprTrhLmJNhmxzc",12,18,5,22,1,8,16,2,21,19,13,17,14,7,3,9,15,20,11,4,10,6,4.83,4.2,"high_verbal"
"91","AWAW665TQQP2F",2022-09-27 04:58:29,2022-09-27 05:04:09,0,"70.37.209.163",100,339,1,2022-09-27 05:04:09,"R_1H1pbj2fmFN07ih",42.5037,-97.2056,"anonymous","EN",1,1,1,5,"-999",2,2,5,"-999",5,-999,4,"-999",4,4,4,"-999",2,"-999",5,2,2,3,4,2,5,1,5,1,34,51,54,1,2,3,2,2,2,1,1,4,4,2,3,4,4,1,2,2,3,4,4,3,5,18,9,11,14,1,3,2,17,19,15,5,8,6,10,12,7,13,16,4,2,1,"n/a",39,4,"Psychology","Teacher","I think this was a bit long for the pay to be honest. It needed to be a couple of dollars more for the work involved, but I did enjoy it so I'm not super worried about it.",NA,"WWDRiEOrTrNWgSWauaXS",2,18,5,22,1,8,11,14,3,19,13,12,21,7,16,9,10,20,15,4,17,6,4.66666667,4,"high_verbal"
