Duration (in seconds),Q66_1,catch1,catch2,rehearse_question,rehearse_question_2_TEXT,conversation_focus,earworms,convo_memory_friend,convo_memory_friend_1_TEXT,convo_memory_self,convo_memory_self_1_TEXT,hearing_conversation,hearing_conversation_1_TEXT,sing_along,sing_along_thinking,other_voice_quality,other_voice_quality_1_TEXT,thinking_in_ideas,thinking_in_ideas_1_TEXT,express_inner_states,stress_IS,narrative_IS,dyslexia,revise_convo,rehearse_convo,exp_type_nodding_off,impulsiveness_1,impulsiveness_2,impulsiveness_3,others_experiences_1,others_experiences_4,others_experiences_5,others_experiences_DO_1,others_experiences_DO_4,others_experiences_DO_5,Q63_95,Q63_96,Q63_97,Q63_98,Q63_100,Q63_101,Q63_102,Q63_103,Q63_105,Q63_106,Q63_108,Q63_109,Q63_111,Q63_112,Q63_115,Factor2_1...68,Q63_116,Q63_117,catch3,VSIQ_DO_Q63_95,VSIQ_DO_Q63_96,VSIQ_DO_Q63_97,VSIQ_DO_Q63_98,VSIQ_DO_Q63_100,VSIQ_DO_Q63_101,VSIQ_DO_Q63_102,VSIQ_DO_Q63_103,VSIQ_DO_Q63_105,VSIQ_DO_Q63_106,VSIQ_DO_Q63_108,VSIQ_DO_Q63_109,VSIQ_DO_Q63_111,VSIQ_DO_Q63_112,VSIQ_DO_Q63_115,VSIQ_DO_Factor2_1,VSIQ_DO_Q63_116,VSIQ_DO_Q63_117,VSIQ_DO_catch3,Q319,Q320,Q321,Q323,education_level,Q325,Q326,comments,source,code,InnerSpeechQuestions_DO_conversation_focus,InnerSpeechQuestions_DO_impulsiveness_1,InnerSpeechQuestions_DO_convo_memory_self,InnerSpeechQuestions_DO_narrative_IS,InnerSpeechQuestions_DO_dyslexia,InnerSpeechQuestions_DO_sing_along_thinking,InnerSpeechQuestions_DO_revise_convo,InnerSpeechQuestions_DO_rehearse_convo,InnerSpeechQuestions_DO_express_inner_states,InnerSpeechQuestions_DO_impulsiveness_3,InnerSpeechQuestions_DO_exp_type_nodding_off,InnerSpeechQuestions_DO_stress_IS,InnerSpeechQuestions_DO_catch2,InnerSpeechQuestions_DO_sing_along,InnerSpeechQuestions_DO_rehearse_question,InnerSpeechQuestions_DO_other_voice_quality,InnerSpeechQuestions_DO_thinking_in_ideas,InnerSpeechQuestions_DO_impulsiveness_2,InnerSpeechQuestions_DO_earworms,InnerSpeechQuestions_DO_convo_memory_friend,InnerSpeechQuestions_DO_catch1,InnerSpeechQuestions_DO_hearing_conversation,worker_id
376,Got it. I promise to read the questions carefully.,TRUE,Three,I think of a question I want to ask and just ask it,-999,Never,A few times a week,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,"I can't hear it, but I can still recall it. Please briefly say something about how you are recalling it:",I do not have an inner dialog,Yes - definitely,Not at all,"I don’t “hear” anything, I imagine it by... (please specify)","it's not in sounds in my brain, just the words","More like ""thinking in ideas"". Can you elaborate or give an example of what this means to you?",I do not have an inner monolog or dialog. thoughts do not need words,Strongly disagree,"Yes, very",It's just for the viewer/reader's benefit,"No, never",Rarely,Rarely,"Primarily about sensory awareness (what you are hearing, smelling, and feeling in the moment)",Strongly disagree,Neither agree nor disagree,Disagree,81,94,27,1,3,2,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Somewhat disagree,Somewhat disagree,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 6,7,4,6,18,13,15,12,17,1,9,11,8,3,19,14,16,5,10,2,Female,Yes,-999,58,Bachelor's degree,"business, fine art",local government clerk,I do not think in words or pictures or any inner dialog,NA,nBUoojxrTrdfsGeJUoZe,2,20,5,13,12,8,11,14,16,19,15,17,21,7,1,9,22,18,10,4,3,6,fX6rWWkd
372,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind the exact phrasing of what I am going to ask,-999,Never,A few times a week,"I can easily recall it. If I wrote it down and matched to a recording of the conversation, there'd be an almost perfect match",-999,"I can easily recall it. If I wrote it down and matched to a recording of the conversation, there'd be an almost perfect match",-999,It's just like I'm hearing the conversation again.,-999,Yes - somewhat,Exactly like regular thinking,I hear what they say in their voice.,-999,More like a conversation,-999,Strongly disagree,"No, I don't think so",It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Often,Very often,"An even mix of verbal, visual, sensory, and emotional",Strongly disagree,Strongly agree,Disagree,80,79,64,3,2,1,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 6,9,3,15,5,14,1,4,2,12,17,18,8,13,19,6,7,10,16,11,Male,Yes,-999,50,Bachelor's degree,history,luthier,-999,NA,JLhbLFurTrqmvZIJgEtm,17,20,5,2,12,8,10,22,13,18,16,1,14,7,15,9,21,19,3,4,11,6,NRFUWLZO
749,Got it. I promise to read the questions carefully.,TRUE,Three,I think of a question I want to ask and just ask it,-999,Never,A few times a year,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I remember the topic, but remember only a few of the specific words/sentences.",-999,I hear something but I can't describe it.,-999,Yes - somewhat,Mostly similar to regular thinking,I hear what they say but in my own voice.,-999,More like a conversation,-999,Disagree,"No, I don't think so",It's just for the viewer/reader's benefit,"No, never",Rarely,Sometimes,"Primarily visual (you ""see"" situations, objects, people etc. in your mind)",Disagree,Agree,Disagree,72,38,41,1,2,3,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 6,2,6,1,18,10,9,12,13,19,15,8,16,3,5,7,17,11,14,4,Male,Yes,-999,52,"PhD, law, or medical degree",economics,office clerk,"Task took 60 minutes, so the pay was extremely low. Please pay workers a reasonable wage. This was not fair.",NA,GhigtoBrTrHumFhmVpFZ,17,20,5,2,16,8,12,21,11,19,10,15,14,7,22,9,13,18,1,4,3,6,OE580Gi8
520,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind the exact phrasing of what I am going to ask,-999,Rarely,A few times a week,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I remember the topic, but remember only a few of the specific words/sentences.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - definitely,Exactly like regular thinking,I hear what they say in their voice.,-999,More like a conversation,-999,Disagree,"No, I don't think so",It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Sometimes,Sometimes,"Primarily about sensory awareness (what you are hearing, smelling, and feeling in the moment)",Disagree,Strongly agree,Disagree,33,25,31,1,2,3,Click to write Scale point 9,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 9,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 8,3,19,10,17,6,1,2,16,7,15,8,14,13,9,18,4,12,11,5,Female,Yes,-999,47,Associate's degree,Business Systems Technology,Transcriber,Enjoyed the tasks. They were fun and challenging. Best wishes with your research.,NA,WElbePJrTrSvRXYfdoOk,22,20,5,11,17,8,2,13,1,18,10,14,3,7,21,9,15,19,12,4,16,6,Ezm1v61p
410,Got it. I promise to read the questions carefully.,TRUE,Three,I think of a question I want to ask and just ask it,-999,Never,A few times a year,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I can't hear it, but I can still recall it. Please briefly say something about how you are recalling it:","I think in terms of broader concepts -- expressing concern about X; agreeing with convo partner about Y, and so on.",No - I can't imagine how anyone could do this,I can't sing along without singing out loud,I hear what they say in their voice.,-999,"More like ""thinking in ideas"". Can you elaborate or give an example of what this means to you?","I picture things happening, such as someone coughing over a piece of dough.",Strongly disagree,"Yes, very",It's just for the viewer/reader's benefit,"No, never",Rarely,Never,"An even mix of verbal, visual, sensory, and emotional",Strongly disagree,Agree,Strongly disagree,8,77,64,2,3,1,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 9,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 6,18,19,1,14,9,7,4,17,2,16,5,6,8,11,3,15,13,10,12,Female,Yes,-999,56,Master's degree,Communications (journalism),constituent relations coordinator,Thank you -- very interesting study!,NA,PBENNJhrTruGlJtTxpQK,14,19,5,3,21,8,16,2,11,18,13,10,15,7,22,9,1,20,17,4,12,6,UhCBWnbb
624,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind the exact phrasing of what I am going to ask,-999,Never,A few times a week,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I remember the topic, but remember only a few of the specific words/sentences.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - somewhat,Mostly similar to regular thinking,I hear what they say in their voice.,-999,More like a conversation,-999,Neither agree not disagree,"No, I don't think so",It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Rarely,Sometimes,"An even mix of verbal, visual, sensory, and emotional",Disagree,Agree,Disagree,60,30,82,1,2,3,Somewhat disagree,Click to write Scale point 9,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 8,Somewhat disagree,Somewhat disagree,Click to write Scale point 9,Click to write Scale point 9,Somewhat disagree,Click to write Scale point 9,Click to write Scale point 6,10,6,7,5,15,16,1,13,9,11,3,19,14,18,12,4,8,17,2,Male,Yes,-999,39,Less than high school,NA,freelancer,-999,NA,OAABSMArTrhJfPhhWJsi,3,20,5,12,22,8,10,14,1,18,16,2,15,7,17,9,21,19,13,4,11,6,AZihdj82
410,Got it. I promise to read the questions carefully.,TRUE,Three,I think of a question I want to ask and just ask it,-999,Rarely,A few times a month,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I remember the topic, but remember only a few of the specific words/sentences.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - somewhat,Mostly similar to regular thinking,I hear the words but I can't tell whose voice it is.,-999,More like a conversation,-999,Agree,Maybe a little,It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Often,Often,"Primarily visual (you ""see"" situations, objects, people etc. in your mind)",Disagree,Agree,Disagree,83,93,82,2,3,1,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 6,1,8,2,19,14,15,9,11,12,3,6,7,17,5,10,16,4,13,18,Male,Yes,-999,59,Bachelor's degree,Business Administration,Computer tech,It helped my memory,NA,efbocPqrTrDkURDqcQDQ,1,20,5,13,11,8,15,21,14,18,22,3,17,7,2,9,10,19,16,4,12,6,zfMwhrdi
359,Got it. I promise to read the questions carefully.,TRUE,Three,I'm never in a position to ask questions in front of an audience,-999,Never,Never,"I remember the topic, but can't remember any of the specifics.",-999,"I remember the topic, but can't remember any of the specifics.",-999,I hear something but I can't describe it.,-999,No - I can't imagine how anyone could do this,I can't sing along without singing out loud,I hear the words but I can't tell whose voice it is.,-999,More like a conversation,-999,Disagree,"No, I don't think so",It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Never,Never,"Primarily about sensory awareness (what you are hearing, smelling, and feeling in the moment)",Disagree,Neither agree nor disagree,Neither agree nor disagree,0,0,0,1,2,3,Somewhat disagree,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 9,Somewhat disagree,Click to write Scale point 9,Somewhat disagree,Click to write Scale point 9,Somewhat disagree,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 9,Somewhat disagree,Somewhat disagree,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 6,3,1,4,15,6,8,2,17,13,9,14,12,16,7,11,5,10,19,18,Male,Yes,-999,28,Bachelor's degree,Operations Research,Server,-999,NA,gMpgbKerTrzDtbpuypev,14,20,5,1,13,8,11,3,15,19,10,16,22,7,17,9,21,18,12,4,2,6,rdIExOr9
317,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind some of what I am going to ask before asking it,-999,Rarely,A few times a month,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - definitely,Mostly similar to regular thinking,I hear what they say in their voice.,-999,More like a conversation,-999,Disagree,Maybe a little,It's just for the viewer/reader's benefit,"No, never",Sometimes,Sometimes,"Primarily about sensory awareness (what you are hearing, smelling, and feeling in the moment)",Disagree,Agree,Neither agree nor disagree,83,74,78,1,2,3,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 8,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 6,15,18,9,12,3,2,6,17,13,5,14,4,16,19,10,7,1,11,8,Male,Yes,-999,39,Bachelor's degree,Organizational Management,assistant manager,-999,NA,oUXAjvPrTrwFDfktfqIK,21,20,5,10,16,8,14,12,13,19,22,17,3,7,15,9,11,18,2,4,1,6,HPiIXyO1
810,Got it. I promise to read the questions carefully.,TRUE,Three,I think of a question I want to ask and just ask it,-999,Rarely,A few times a week,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - definitely,Mostly different from regular thinking,I hear what they say in their voice.,-999,More like a conversation,-999,Disagree,"No, I don't think so",It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Often,Sometimes,Primarily emotional,Disagree,Agree,Disagree,79,50,79,2,1,3,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 6,19,8,12,9,14,10,17,18,4,16,11,15,2,7,3,5,6,13,1,Male,Yes,-999,59,Bachelor's degree,Computer science,Government worker,-999,NA,vagGjvprTrhkWMgESUYz,11,19,5,21,12,8,22,16,15,20,1,2,17,7,13,9,14,18,3,4,10,6,bj3SfFHq
383,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind the exact phrasing of what I am going to ask,-999,Sometimes,A few times a week,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,"I can easily recall it. If I wrote it down and matched to a recording of the conversation, there'd be an almost perfect match",-999,It's just like I'm hearing the conversation again.,-999,Yes - definitely,Mostly similar to regular thinking,I hear what they say in their voice.,-999,More like a conversation,-999,Disagree,Maybe a little,It's exactly like real life,"No, never",Very often,Sometimes,"My inner experience in that situation doesn't have a specific ""format""",Disagree,Agree,Neither agree nor disagree,30,9,40,2,3,1,Click to write Scale point 9,Click to write Scale point 6,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 6,10,13,15,6,4,19,18,14,2,8,3,16,9,5,7,12,1,11,17,Female,Yes,-999,27,Bachelor's degree,Information Technology,Database Admin,-999,NA,CUtWFbirTrPTQPQcZipl,15,19,5,12,13,8,22,3,1,18,11,10,2,7,21,9,16,20,14,4,17,6,yI870PhA
583,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind some of what I am going to ask before asking it,-999,Rarely,A few times a month,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - somewhat,Mostly similar to regular thinking,I hear what they say in their voice.,-999,More like a conversation,-999,Disagree,"No, I don't think so",It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Sometimes,Sometimes,"My inner experience in that situation doesn't have a specific ""format""",Strongly disagree,Agree,Disagree,71,52,59,1,3,2,Somewhat disagree,Somewhat disagree,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 8,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 10,Somewhat disagree,Somewhat disagree,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 8,Somewhat disagree,Click to write Scale point 9,Click to write Scale point 6,2,5,18,9,10,1,12,8,17,3,13,4,11,14,16,19,6,15,7,Male,No,Samoan,55,Associate's degree,Pre Liberal Arts,Unemployed,-999,NA,xXlEhhrrTroMjiKJeQhO,17,19,5,16,22,8,10,15,2,20,13,11,1,7,3,9,12,18,21,4,14,6,VxHNyXXR
462,Got it. I promise to read the questions carefully.,TRUE,Three,I think of a question I want to ask and just ask it,-999,Rarely,A few times a week,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,It's just like I'm hearing the conversation again.,-999,Yes - definitely,Mostly different from regular thinking,I hear what they say in their voice.,-999,More like a conversation,-999,Strongly disagree,"No, I don't think so",It's just for the viewer/reader's benefit,"No, never",Sometimes,Sometimes,"An even mix of verbal, visual, sensory, and emotional",Disagree,Agree,Disagree,88,88,89,3,2,1,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 9,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 9,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 6,9,14,11,13,7,16,10,19,1,2,3,12,18,8,6,5,15,17,4,Male,Yes,-999,61,Bachelor's degree,Economics,Software Development Manager,"Study is long and very tiring.  I felt that some of the sections, like the last, were exceedingly long for no reason other than to be long or reach the point of being exhausted. I think it would be a consideration to shorten these and still achieve the same objectives.",NA,tsGNMWkrTrmoXPwZVOXS,15,18,5,13,22,8,3,10,11,20,17,2,16,7,12,9,1,19,21,4,14,6,RlmJUu78
340,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind the exact phrasing of what I am going to ask,-999,Never,A few times a week,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I remember the topic, but remember only a few of the specific words/sentences.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - somewhat,Exactly like regular thinking,I hear what they say but in my own voice.,-999,More like a conversation,-999,Disagree,"No, I don't think so",It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Sometimes,Sometimes,"An even mix of verbal, visual, sensory, and emotional",Disagree,Strongly agree,Neither agree nor disagree,80,60,60,1,2,3,Click to write Scale point 9,Click to write Scale point 10,Somewhat disagree,Somewhat disagree,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 6,6,15,4,14,2,17,19,16,7,3,11,10,1,5,18,12,8,13,9,Female,Yes,-999,67,"Some college, no degree",NA,optician,-999,NA,abVwKFFrTrZdDcttqxzr,12,20,5,2,15,8,14,3,11,19,21,1,13,7,10,9,22,18,17,4,16,6,lcQfoynH
580,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind some of what I am going to ask before asking it,-999,Rarely,A few times a week,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,It's just like I'm hearing the conversation again.,-999,Yes - definitely,Mostly different from regular thinking,I hear what they say but in my own voice.,-999,More like a conversation,-999,Disagree,"No, I don't think so",It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Sometimes,Sometimes,"Primarily visual (you ""see"" situations, objects, people etc. in your mind)",Disagree,Strongly agree,Disagree,65,35,77,1,2,3,Click to write Scale point 6,Click to write Scale point 9,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 6,8,16,17,1,19,12,11,14,15,5,9,7,2,4,3,6,10,18,13,Male,Yes,-999,47,Bachelor's degree,Political Science,manufacturing,-999,NA,DiaRgjmrTroyomjNJFPZ,12,20,5,17,22,8,11,13,2,18,15,21,16,7,10,9,3,19,14,4,1,6,xMXJBD7Y
282,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind the exact phrasing of what I am going to ask,-999,Rarely,Multiple times a day,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - definitely,Mostly similar to regular thinking,I hear what they say in their voice.,-999,More like a conversation,-999,Agree,Maybe a little,It's just for the viewer/reader's benefit,"No, never",Rarely,Rarely,"Primarily visual (you ""see"" situations, objects, people etc. in your mind)",Strongly disagree,Agree,Strongly disagree,99,100,100,2,3,1,Click to write Scale point 10,Somewhat disagree,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 6,3,16,5,9,15,10,6,19,1,11,13,8,14,2,7,17,18,12,4,Female,Yes,-999,70,High school diploma,NA,retired nurse,none,NA,TsIhNqarTrkkjMuBjjbA,16,19,5,12,15,8,14,13,17,18,2,10,3,7,1,9,22,20,21,4,11,6,3DHBLnqj
638,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind some of what I am going to ask before asking it,-999,Sometimes,A few times a week,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,"I can easily recall it. If I wrote it down and matched to a recording of the conversation, there'd be an almost perfect match",-999,It's just like I'm hearing the conversation again.,-999,Yes - definitely,Mostly similar to regular thinking,I hear what they say in their voice.,-999,More like a conversation,-999,Disagree,Maybe a little,It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Sometimes,Sometimes,"Primarily verbal (you ""hear"" or ""speak"" words and sentences in your mind)",Disagree,Agree,Agree,50,32,71,1,3,2,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 6,8,19,4,15,6,14,13,5,1,16,9,11,10,18,2,3,17,12,7,Female,Yes,-999,34,High school diploma,NA,sales,none tysm,NA,OTYGgXsrTrjocagLcdzb,21,19,5,13,3,8,16,10,2,18,22,14,1,7,12,9,15,20,11,4,17,6,DuDDHkI9
311,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind the exact phrasing of what I am going to ask,-999,Sometimes,A few times a week,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,"I remember the topic, but remember only a few of the specific words/sentences.",-999,I hear a condensed version (e.g. only some words).,-999,No - but I can imagine how others can do it,Mostly similar to regular thinking,I hear what they say in their voice.,-999,More like a conversation,-999,Strongly disagree,"No, I don't think so",It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Often,Often,"Primarily verbal (you ""hear"" or ""speak"" words and sentences in your mind)",Neither agree nor disagree,Agree,Disagree,72,30,71,3,1,2,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 9,Somewhat disagree,Click to write Scale point 9,Somewhat disagree,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 6,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 6,5,3,7,12,16,15,8,4,14,17,9,10,11,1,18,6,2,13,19,Male,Yes,-999,37,Bachelor's degree,English,Editor,"Some of these questions are more difficult than I would have expected. I think in sentences, absolutely, and they are fully grammatical. I don't like to consider them like a dialogue and do consider them more like a monologue, but from some points of view, it can be seen either way since I also ask a lot of rhetorical questions. At times, it's less I'm ""hearing"" my thoughts and more that I am reading them, as I have a strong affinity for text. I prefer, instead of speaking aloud to myself, to write to myself instead.",NA,QnePxQgrTrXpqvbAaBbm,17,20,5,2,22,8,13,21,3,19,14,15,12,7,10,9,1,18,16,4,11,6,OHHIBcMJ
