"","worker_id","dyslexia","gender","first_lang","age","education_level","rehearse_question","conversation_focus","earworms","convo_memory_friend","convo_memory_self","hearing_conversation","sing_along","sing_along_thinking","other_voice_quality","express_inner_states","thinking_in_ideas","stress_IS","narrative_IS","revise_convo","rehearse_convo","exp_type_nodding_off","VerbalScored","VisualScored","high_low_verbal","visq_cond_1","visq_dial_1","visq_other_voi_1","visq_other_voi_2","visq_other_voi_3","visq_dial_2","visq_cond_2_rev","visq_cond_3","visq_eval_1","visq_dial_3","visq_eval_2","visq_other_voi_4","visq_dial_4","visq_cond_4","visq_cond_5_rev","visq_other_voi_5","visq_eval_3","visq_eval_4","others_experiences_1","others_experiences_4","others_experiences_5"
"56","NS1YHcvi","No, never","Female","Yes",18,"High school diploma","I think of a question I want to ask and just ask it","Never","A few times a week","I remember the topic, but remember only a few of the specific words/sentences.","I remember the topic, but remember only a few of the specific words/sentences.","I hear a condensed version (e.g. only some words).","Yes - definitely","Mostly similar to regular thinking","I hear what they say in their voice.","Disagree","More like a conversation","No, I don't think so","It's just for the viewer/reader's benefit","Sometimes","Rarely","An even mix of verbal, visual, sensory, and emotional",3.08333333333333,3.9,"low_verbal","Click to write Scale point 9","Click to write Scale point 9","Click to write Scale point 8","Click to write Scale point 8","Click to write Scale point 8","Click to write Scale point 8","Click to write Scale point 10","Click to write Scale point 9","Click to write Scale point 8","Click to write Scale point 9","Click to write Scale point 9","Click to write Scale point 8","Click to write Scale point 8","Click to write Scale point 8","Click to write Scale point 10","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 9",31,93,100
"57","OE580Gi8","No, never","Male","Yes",52,"PhD, law, or medical degree","I think of a question I want to ask and just ask it","Never","A few times a year","I remember the topic, but remember only a few of the specific words/sentences.","I remember the topic, but remember only a few of the specific words/sentences.","I hear something but I can't describe it.","Yes - somewhat","Mostly similar to regular thinking","I hear what they say but in my own voice.","Disagree","More like a conversation","No, I don't think so","It's just for the viewer/reader's benefit","Rarely","Sometimes","Primarily visual (you ""see"" situations, objects, people etc. in your mind)",2.5,3,"low_verbal","Click to write Scale point 9","Click to write Scale point 9","Click to write Scale point 9","Click to write Scale point 9","Click to write Scale point 9","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 9","Click to write Scale point 9","Click to write Scale point 9","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 9","Click to write Scale point 9","Click to write Scale point 9",72,38,41
"58","OHHIBcMJ","No, never","Male","Yes",37,"Bachelor's degree","I rehearse in my mind the exact phrasing of what I am going to ask","Sometimes","A few times a week","I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.","I remember the topic, but remember only a few of the specific words/sentences.","I hear a condensed version (e.g. only some words).","No - but I can imagine how others can do it","Mostly similar to regular thinking","I hear what they say in their voice.","Strongly disagree","More like a conversation","No, I don't think so","It might be like real life but mostly for the viewer's/reader's benefit","Often","Often","Primarily verbal (you ""hear"" or ""speak"" words and sentences in your mind)",4.67,2.9,"high_verbal","Click to write Scale point 8","Click to write Scale point 10","Click to write Scale point 9","Somewhat disagree","Click to write Scale point 9","Somewhat disagree","Click to write Scale point 6","Click to write Scale point 8","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 6","Somewhat disagree","Click to write Scale point 10","Click to write Scale point 8","Click to write Scale point 6","Click to write Scale point 10","Somewhat disagree","Click to write Scale point 10",72,30,71
"59","OwZfp5qv","No, never","Female","Yes",18,"High school diploma","I rehearse in my mind the exact phrasing of what I am going to ask","Rarely","A few times a month","I remember the topic, but remember only a few of the specific words/sentences.","I remember the topic, but remember only a few of the specific words/sentences.","I hear a condensed version (e.g. only some words).","Yes - somewhat","Mostly different from regular thinking","I hear what they say but in my own voice.","Disagree","More like ""thinking in ideas"". Can you elaborate or give an example of what this means to you?","Maybe a little","It might be like real life but mostly for the viewer's/reader's benefit","Often","Often","Primarily visual (you ""see"" situations, objects, people etc. in your mind)",2.91666666666667,3.2,"low_verbal","Click to write Scale point 6","Click to write Scale point 10","Click to write Scale point 9","Click to write Scale point 9","Click to write Scale point 9","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 6","Click to write Scale point 6","Click to write Scale point 9","Click to write Scale point 9","Click to write Scale point 8","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 9","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 10",30,60,70
"60","ozMU0TCL","No, never","Male","Yes",19,"Some college, no degree","I think of a question I want to ask and just ask it","Sometimes","A few times a month","I remember the topic, but can't remember any of the specifics.","I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.","I hear a condensed version (e.g. only some words).","Yes - somewhat","Neutral","I hear what they say but in my own voice.","Disagree","More like a conversation","Maybe a little","It's just for the viewer/reader's benefit","Often","Often","Primarily verbal (you ""hear"" or ""speak"" words and sentences in your mind)",2.91666666666667,3.8,"low_verbal","Click to write Scale point 9","Click to write Scale point 10","Somewhat disagree","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 6","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 9","Click to write Scale point 9","Somewhat disagree","Click to write Scale point 10","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 10",61,33,14
"61","Po8DLpvd","No, never","Female","Yes",18,"Some college, no degree","I rehearse in my mind the exact phrasing of what I am going to ask","Often","A few times a week","I can easily recall it. If I wrote it down and matched to a recording of the conversation, there'd be an almost perfect match","I can easily recall it. If I wrote it down and matched to a recording of the conversation, there'd be an almost perfect match","It's just like I'm hearing the conversation again.","Yes - definitely","Exactly like regular thinking","I hear what they say in their voice.","Strongly disagree","More like a conversation","Maybe a little","It's exactly like real life","Very often","Very often","Primarily verbal (you ""hear"" or ""speak"" words and sentences in your mind)",4.91666666666667,3.3,"high_verbal","Click to write Scale point 8","Click to write Scale point 9","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 9","Click to write Scale point 8","Click to write Scale point 6","Click to write Scale point 8","Click to write Scale point 6","Click to write Scale point 9","Click to write Scale point 6","Click to write Scale point 8","Click to write Scale point 6","Click to write Scale point 8","Click to write Scale point 6","Click to write Scale point 6","Click to write Scale point 6","Click to write Scale point 6",93,71,84
"62","Ps3HVmAH","No, never","Female","Yes",49,"Bachelor's degree","I rehearse in my mind the exact phrasing of what I am going to ask","Often","A few times a week","I remember the topic, but remember only a few of the specific words/sentences.","I remember the topic, but remember only a few of the specific words/sentences.","I hear a condensed version (e.g. only some words).","Yes - somewhat","Mostly similar to regular thinking","I hear the words but I can't tell whose voice it is.","Agree","More like a conversation","Yes, very","It might be like real life but mostly for the viewer's/reader's benefit","Very often","Often","Primarily visual (you ""see"" situations, objects, people etc. in your mind)",4.33333333,3.4,"high_verbal","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 10","Somewhat disagree","Click to write Scale point 10","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 10","Somewhat disagree","Click to write Scale point 10","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 10",30,42,30
"63","pylKRwzb","No, never","Male","Yes",29,"Master's degree","I think of a question I want to ask and just ask it","Rarely","A few times a week","I can easily recall it. If I wrote it down and matched to a recording of the conversation, there'd be an almost perfect match","I can easily recall it. If I wrote it down and matched to a recording of the conversation, there'd be an almost perfect match","I hear a condensed version (e.g. only some words).","Yes - somewhat","Mostly similar to regular thinking","I hear what they say but in my own voice.","Disagree","More like a conversation","Maybe a little","It might be like real life but mostly for the viewer's/reader's benefit","Sometimes","Rarely","Primarily visual (you ""see"" situations, objects, people etc. in your mind)",1.5,1.4,"low_verbal","Click to write Scale point 9","Click to write Scale point 10","Somewhat disagree","Click to write Scale point 9","Click to write Scale point 9","Click to write Scale point 9","Click to write Scale point 10","Somewhat disagree","Click to write Scale point 10","Click to write Scale point 9","Click to write Scale point 10","Somewhat disagree","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 9","Click to write Scale point 6",48,65,41
"64","qFEgGDhX","No, never","Male","Yes",47,"Some college, no degree","I rehearse in my mind the exact phrasing of what I am going to ask","Sometimes","A few times a week","I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.","I can easily recall it. If I wrote it down and matched to a recording of the conversation, there'd be an almost perfect match","It's just like I'm hearing the conversation again.","Yes - definitely","Mostly different from regular thinking","I hear what they say in their voice.","Agree","More like a conversation","Yes, very","It's exactly like real life","Very often","Sometimes","Primarily emotional",5,4,"high_verbal","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 6","Click to write Scale point 10","Click to write Scale point 6","Click to write Scale point 8","Click to write Scale point 6","Click to write Scale point 10","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 6","Click to write Scale point 10",75,60,52
"65","qkCSFiGm","No, never","Male","Yes",18,"High school diploma","I rehearse in my mind the exact phrasing of what I am going to ask","Sometimes","A few times a week","I remember the topic, but remember only a few of the specific words/sentences.","I remember the topic, but remember only a few of the specific words/sentences.","I hear something but I can't describe it.","Yes - somewhat","Mostly different from regular thinking","I hear what they say in their voice.","Disagree","More like ""thinking in ideas"". Can you elaborate or give an example of what this means to you?","No, I don't think so","It might be like real life but mostly for the viewer's/reader's benefit","Sometimes","Rarely","Primarily emotional",3,3.5,"low_verbal","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 8","Click to write Scale point 9","Click to write Scale point 8","Click to write Scale point 9","Somewhat disagree","Somewhat disagree","Click to write Scale point 6","Somewhat disagree","Click to write Scale point 10","Click to write Scale point 8","Somewhat disagree","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 8",50,81,19
"66","qPOXJpNv","No, never","Male","Yes",59,"Bachelor's degree","I rehearse in my mind the exact phrasing of what I am going to ask","Rarely","A few times a week","I remember the topic, but remember only a few of the specific words/sentences.","I remember the topic, but remember only a few of the specific words/sentences.","I hear a condensed version (e.g. only some words).","Yes - somewhat","Mostly different from regular thinking","I hear what they say but in my own voice.","Disagree","More like a conversation","Maybe a little","It might be like real life but mostly for the viewer's/reader's benefit","Sometimes","Sometimes","An even mix of verbal, visual, sensory, and emotional",4.16666667,3.4,"high_verbal","Click to write Scale point 9","Somewhat disagree","Click to write Scale point 9","Somewhat disagree","Somewhat disagree","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 9","Somewhat disagree","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 10",72,13,91
"67","Qy5J1Mxs","No, never","Female","Yes",37,"Bachelor's degree","I rehearse in my mind the exact phrasing of what I am going to ask","Often","A few times a month","I remember the topic, but remember only a few of the specific words/sentences.","I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.","I hear a condensed version (e.g. only some words).","Yes - somewhat","Mostly similar to regular thinking","I hear what they say but in my own voice.","Agree","More like a conversation","Maybe a little","It might be like real life but mostly for the viewer's/reader's benefit","Very often","Often","Primarily visual (you ""see"" situations, objects, people etc. in your mind)",4.41666667,4.2,"high_verbal","Click to write Scale point 6","Click to write Scale point 6","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 9","Click to write Scale point 10","Somewhat disagree","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 6","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 6","Click to write Scale point 10","Click to write Scale point 8","Click to write Scale point 10","Click to write Scale point 6","Click to write Scale point 6",81,71,72
"68","rdIExOr9","No, never","Male","Yes",28,"Bachelor's degree","I'm never in a position to ask questions in front of an audience","Never","Never","I remember the topic, but can't remember any of the specifics.","I remember the topic, but can't remember any of the specifics.","I hear something but I can't describe it.","No - I can't imagine how anyone could do this","I can't sing along without singing out loud","I hear the words but I can't tell whose voice it is.","Disagree","More like a conversation","No, I don't think so","It might be like real life but mostly for the viewer's/reader's benefit","Never","Never","Primarily about sensory awareness (what you are hearing, smelling, and feeling in the moment)",2.58,2.9,"low_verbal","Somewhat disagree","Click to write Scale point 9","Click to write Scale point 9","Click to write Scale point 9","Click to write Scale point 9","Somewhat disagree","Click to write Scale point 9","Somewhat disagree","Click to write Scale point 9","Somewhat disagree","Click to write Scale point 9","Click to write Scale point 9","Click to write Scale point 9","Somewhat disagree","Somewhat disagree","Click to write Scale point 9","Click to write Scale point 9","Click to write Scale point 9",0,0,0
"69","RHqN8QGm","No, never","Male","Yes",31,"Some college, no degree","I rehearse in my mind the exact phrasing of what I am going to ask","Sometimes","A few times a week","I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.","I can easily recall it. If I wrote it down and matched to a recording of the conversation, there'd be an almost perfect match","I hear a condensed version (e.g. only some words).","Yes - definitely","Exactly like regular thinking","I hear what they say in their voice.","Agree","More like a conversation","Maybe a little","It's just for the viewer/reader's benefit","Sometimes","Sometimes","Primarily verbal (you ""hear"" or ""speak"" words and sentences in your mind)",4.16666667,3.8,"high_verbal","Somewhat disagree","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 10","Somewhat disagree","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 10","Somewhat disagree","Somewhat disagree","Click to write Scale point 10","Somewhat disagree",80,69,80
"70","RlmJUu78","No, never","Male","Yes",61,"Bachelor's degree","I think of a question I want to ask and just ask it","Rarely","A few times a week","I remember the topic, but remember only a few of the specific words/sentences.","I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.","It's just like I'm hearing the conversation again.","Yes - definitely","Mostly different from regular thinking","I hear what they say in their voice.","Strongly disagree","More like a conversation","No, I don't think so","It's just for the viewer/reader's benefit","Sometimes","Sometimes","An even mix of verbal, visual, sensory, and emotional",4.67,4.6,"high_verbal","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 6","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 6","Click to write Scale point 6","Click to write Scale point 9","Click to write Scale point 6","Click to write Scale point 6","Click to write Scale point 6","Click to write Scale point 6","Click to write Scale point 6","Click to write Scale point 9","Click to write Scale point 6","Click to write Scale point 6","Click to write Scale point 10","Click to write Scale point 6",88,88,89
"71","sZLRQDIR","No, never","Female","Yes",40,"Bachelor's degree","I rehearse in my mind some of what I am going to ask before asking it","Rarely","Multiple times a day","I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.","I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.","I hear a condensed version (e.g. only some words).","Yes - somewhat","Mostly similar to regular thinking","I hear what they say but in my own voice.","Disagree","More like a conversation","No, I don't think so","It might be like real life but mostly for the viewer's/reader's benefit","Often","Sometimes","An even mix of verbal, visual, sensory, and emotional",4.25,4.1,"high_verbal","Somewhat disagree","Click to write Scale point 6","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 8","Click to write Scale point 6","Click to write Scale point 10","Somewhat disagree","Click to write Scale point 10","Click to write Scale point 6","Click to write Scale point 10","Somewhat disagree","Click to write Scale point 10","Somewhat disagree","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 6","Click to write Scale point 6",52,62,45
"72","TFWelN7f","No, never","Female","Yes",60,"High school diploma","I rehearse in my mind some of what I am going to ask before asking it","Rarely","A few times a month","I remember the topic, but remember only a few of the specific words/sentences.","I remember the topic, but remember only a few of the specific words/sentences.","I hear a condensed version (e.g. only some words).","Yes - somewhat","Mostly different from regular thinking","I hear the words but I can't tell whose voice it is.","Disagree","More like ""thinking in ideas"". Can you elaborate or give an example of what this means to you?","Maybe a little","It's exactly like real life","Often","Rarely","An even mix of verbal, visual, sensory, and emotional",2.33,2.5,"low_verbal","Click to write Scale point 10","Click to write Scale point 9","Click to write Scale point 9","Click to write Scale point 9","Click to write Scale point 8","Somewhat disagree","Click to write Scale point 9","Click to write Scale point 10","Somewhat disagree","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 8","Click to write Scale point 10","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 8","Click to write Scale point 10","Somewhat disagree",40,29,49
"73","ts7nbQkN","No, never","Male","Yes",40,"Some college, no degree","I rehearse in my mind some of what I am going to ask before asking it","Rarely","Multiple times a day","I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.","I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.","I hear a condensed version (e.g. only some words).","Yes - definitely","Mostly similar to regular thinking","I hear what they say in their voice.","Strongly disagree","More like a conversation","No, I don't think so","It might be like real life but mostly for the viewer's/reader's benefit","Rarely","Sometimes","Primarily verbal (you ""hear"" or ""speak"" words and sentences in your mind)",4.25,3.7,"high_verbal","Click to write Scale point 8","Click to write Scale point 9","Click to write Scale point 8","Click to write Scale point 9","Click to write Scale point 8","Click to write Scale point 9","Somewhat disagree","Click to write Scale point 9","Click to write Scale point 6","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 8","Somewhat disagree","Somewhat disagree","Click to write Scale point 10","Click to write Scale point 6","Click to write Scale point 6","Somewhat disagree",50,50,50
"74","U8Rxi9rz","No, never","Female","Yes",21,"Associate's degree","I rehearse in my mind some of what I am going to ask before asking it","Rarely","A few times a week","I remember the topic, but can't remember any of the specifics.","I remember the topic, but can't remember any of the specifics.","I hear something but I can't describe it.","Yes - definitely","Exactly like regular thinking","I hear the words but I can't tell whose voice it is.","Disagree","More like a conversation","No, I don't think so","It might be like real life but mostly for the viewer's/reader's benefit","Often","Often","Primarily verbal (you ""hear"" or ""speak"" words and sentences in your mind)",4.58333333333333,3.8,"high_verbal","Click to write Scale point 10","Click to write Scale point 6","Click to write Scale point 8","Click to write Scale point 9","Click to write Scale point 8","Click to write Scale point 6","Click to write Scale point 6","Click to write Scale point 10","Click to write Scale point 6","Click to write Scale point 6","Click to write Scale point 6","Click to write Scale point 8","Click to write Scale point 6","Click to write Scale point 9","Click to write Scale point 9","Click to write Scale point 9","Click to write Scale point 6","Click to write Scale point 6",75,60,85
"75","UhCBWnbb","No, never","Female","Yes",56,"Master's degree","I think of a question I want to ask and just ask it","Never","A few times a year","I remember the topic, but remember only a few of the specific words/sentences.","I remember the topic, but remember only a few of the specific words/sentences.","I can't hear it, but I can still recall it. Please briefly say something about how you are recalling it:","No - I can't imagine how anyone could do this","I can't sing along without singing out loud","I hear what they say in their voice.","Strongly disagree","More like ""thinking in ideas"". Can you elaborate or give an example of what this means to you?","Yes, very","It's just for the viewer/reader's benefit","Rarely","Never","An even mix of verbal, visual, sensory, and emotional",1.67,3.3,"low_verbal","Click to write Scale point 10","Click to write Scale point 8","Click to write Scale point 8","Click to write Scale point 8","Click to write Scale point 8","Click to write Scale point 8","Click to write Scale point 8","Click to write Scale point 10","Click to write Scale point 8","Click to write Scale point 8","Click to write Scale point 8","Click to write Scale point 8","Click to write Scale point 8","Click to write Scale point 10","Click to write Scale point 6","Click to write Scale point 9","Click to write Scale point 8","Click to write Scale point 8",8,77,64
"76","vhsbIoXa","No, never","Female","Yes",34,"Associate's degree","I think of a question I want to ask and just ask it","Sometimes","A few times a month","Other","I remember the topic, but remember only a few of the specific words/sentences.","I can't hear it, but I can still recall it. Please briefly say something about how you are recalling it:","Yes - somewhat","Mostly similar to regular thinking","I hear what they say in their voice.","Strongly agree","More like ""thinking in ideas"". Can you elaborate or give an example of what this means to you?","Maybe a little","It might be like real life but mostly for the viewer's/reader's benefit","Sometimes","Never","Primarily visual (you ""see"" situations, objects, people etc. in your mind)",2.17,3.9,"low_verbal","Somewhat disagree","Click to write Scale point 9","Click to write Scale point 8","Click to write Scale point 8","Click to write Scale point 8","Click to write Scale point 8","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 8","Click to write Scale point 8","Click to write Scale point 9","Click to write Scale point 8","Click to write Scale point 9","Click to write Scale point 6","Click to write Scale point 8","Click to write Scale point 8","Click to write Scale point 8","Click to write Scale point 9",2,100,31
"77","VxHNyXXR","No, never","Male","No",55,"Associate's degree","I rehearse in my mind some of what I am going to ask before asking it","Rarely","A few times a month","I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.","I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.","I hear a condensed version (e.g. only some words).","Yes - somewhat","Mostly similar to regular thinking","I hear what they say in their voice.","Disagree","More like a conversation","No, I don't think so","It might be like real life but mostly for the viewer's/reader's benefit","Sometimes","Sometimes","My inner experience in that situation doesn't have a specific ""format""",2.83,3.8,"low_verbal","Somewhat disagree","Somewhat disagree","Click to write Scale point 8","Click to write Scale point 9","Click to write Scale point 8","Somewhat disagree","Click to write Scale point 10","Click to write Scale point 10","Somewhat disagree","Click to write Scale point 10","Somewhat disagree","Somewhat disagree","Click to write Scale point 9","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 8","Somewhat disagree","Click to write Scale point 9",71,52,59
"78","wDmKNbjb","No, never","Male","Yes",35,"Bachelor's degree","I think of a question I want to ask and just ask it","Sometimes","Never","I remember the topic, but remember only a few of the specific words/sentences.","I remember the topic, but remember only a few of the specific words/sentences.","I hear a condensed version (e.g. only some words).","Yes - somewhat","Mostly similar to regular thinking","I hear what they say in their voice.","Strongly agree","More like a conversation","No, I don't think so","It might be like real life but mostly for the viewer's/reader's benefit","Sometimes","Never","Primarily emotional",2.67,3,"low_verbal","Click to write Scale point 10","Click to write Scale point 10","Somewhat disagree","Click to write Scale point 10","Click to write Scale point 6","Click to write Scale point 10","Click to write Scale point 6","Click to write Scale point 10","Somewhat disagree","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 10","Somewhat disagree","Click to write Scale point 6","Click to write Scale point 6","Click to write Scale point 10","Somewhat disagree","Click to write Scale point 6",92,100,90
"79","WewWn58j","No, never","Male","Yes",18,"Some college, no degree","I rehearse in my mind some of what I am going to ask before asking it","Sometimes","A few times a week","I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.","I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.","I hear a condensed version (e.g. only some words).","Yes - definitely","Mostly similar to regular thinking","I hear what they say in their voice.","Disagree","More like ""thinking in ideas"". Can you elaborate or give an example of what this means to you?","No, I don't think so","It's exactly like real life","Often","Often","Primarily visual (you ""see"" situations, objects, people etc. in your mind)",4.66666666666667,4.3,"high_verbal","Click to write Scale point 9","Click to write Scale point 6","Click to write Scale point 10","Click to write Scale point 6","Click to write Scale point 10","Click to write Scale point 6","Click to write Scale point 6","Click to write Scale point 6","Click to write Scale point 10","Click to write Scale point 6","Click to write Scale point 9","Click to write Scale point 6","Click to write Scale point 6","Click to write Scale point 9","Click to write Scale point 6","Click to write Scale point 6","Click to write Scale point 10","Click to write Scale point 9",83,60,64
"80","xa4C6HC1","No, never","Male","Yes",18,"High school diploma","I rehearse in my mind some of what I am going to ask before asking it","Rarely","A few times a month","I remember the topic, but remember only a few of the specific words/sentences.","I remember the topic, but remember only a few of the specific words/sentences.","I hear a condensed version (e.g. only some words).","Yes - definitely","Mostly different from regular thinking","I hear what they say in their voice.","Disagree","More like a conversation","Maybe a little","It's just for the viewer/reader's benefit","Sometimes","Rarely","Primarily verbal (you ""hear"" or ""speak"" words and sentences in your mind)",3,3.8,"low_verbal","Somewhat disagree","Click to write Scale point 9","Click to write Scale point 8","Click to write Scale point 10","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 9","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 9","Click to write Scale point 9","Click to write Scale point 9","Click to write Scale point 10",36,31,72
"81","Xa9ISMwC","No, never","Male","Yes",30,"Some college, no degree","I think of a question I want to ask and just ask it","Often","A few times a week","I remember the topic, but remember only a few of the specific words/sentences.","I remember the topic, but remember only a few of the specific words/sentences.","I hear something but I can't describe it.","Yes - somewhat","Mostly different from regular thinking","I hear the words but I can't tell whose voice it is.","Agree","More like ""thinking in ideas"". Can you elaborate or give an example of what this means to you?","Maybe a little","It might be like real life but mostly for the viewer's/reader's benefit","Rarely","Rarely","Primarily about sensory awareness (what you are hearing, smelling, and feeling in the moment)",1.75,3.9,"low_verbal","Click to write Scale point 10","Click to write Scale point 9","Click to write Scale point 8","Click to write Scale point 9","Click to write Scale point 8","Click to write Scale point 10","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 8","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 8","Click to write Scale point 8","Click to write Scale point 6","Click to write Scale point 9","Click to write Scale point 8","Click to write Scale point 10","Click to write Scale point 10",27,9,38
"82","xMXJBD7Y","No, never","Male","Yes",47,"Bachelor's degree","I rehearse in my mind some of what I am going to ask before asking it","Rarely","A few times a week","I remember the topic, but remember only a few of the specific words/sentences.","I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.","It's just like I'm hearing the conversation again.","Yes - definitely","Mostly different from regular thinking","I hear what they say but in my own voice.","Disagree","More like a conversation","No, I don't think so","It might be like real life but mostly for the viewer's/reader's benefit","Sometimes","Sometimes","Primarily visual (you ""see"" situations, objects, people etc. in your mind)",2.58,4.6,"low_verbal","Click to write Scale point 6","Click to write Scale point 9","Click to write Scale point 8","Click to write Scale point 8","Click to write Scale point 8","Click to write Scale point 9","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 9","Click to write Scale point 8","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 9","Click to write Scale point 8","Click to write Scale point 6","Click to write Scale point 10",65,35,77
"83","xnNpmgQR","No, never","Female","Yes",18,"Associate's degree","I rehearse in my mind the exact phrasing of what I am going to ask","Rarely","A few times a week","I remember the topic, but remember only a few of the specific words/sentences.","I remember the topic, but remember only a few of the specific words/sentences.","It's just like I'm hearing the conversation again.","No - but I can imagine how others can do it","Mostly different from regular thinking","I hear what they say in their voice.","Strongly disagree","More like a conversation","No, I don't think so","It might be like real life but mostly for the viewer's/reader's benefit","Very often","Often","Primarily verbal (you ""hear"" or ""speak"" words and sentences in your mind)",4.83333333333333,4,"high_verbal","Click to write Scale point 8","Click to write Scale point 6","Somewhat disagree","Somewhat disagree","Click to write Scale point 9","Click to write Scale point 8","Click to write Scale point 6","Click to write Scale point 8","Click to write Scale point 6","Click to write Scale point 6","Click to write Scale point 6","Somewhat disagree","Click to write Scale point 6","Click to write Scale point 8","Click to write Scale point 6","Click to write Scale point 9","Click to write Scale point 6","Click to write Scale point 6",40,92,100
